Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
3,151,82.69718361,0,,,22,3,1.296614754,HR,,ATL,Q1,2020,Manager_C,Yes,External,149
5,93,,5,51.44559116,3686.93961,38,1,6.057656184,Operations,3706,SF,Q2,2023,Manager_C,No,,182
3,144,79.81638025,4,99.0775869,882.6636895,14,,8.103779112,Finance,2129,SF,Q4,2023,,Yes,External,177
3,199,70.78944508,6,81.2399961,3831.163545,12,1,3.208527639,Operations,2460,CHI,Q3,2023,Manager_B,Yes,External,186
4,254,64.99957353,11,75.03527952,12191.5873,17,2,5.715066092,Operations,3132,LA,Q3,2021,Manager_C,No,Internal,
8,,52.42667254,,69.18576748,78.55174287,29,2,4.653926942,IT,2025,LA,,2021,,No,External,121
5,243,87.21404696,6,76.96872794,5144.970892,36,3,2.768916378,Operations,2460,ATL,Q1,2019,Manager_A,Yes,External,146
4,236,,1,69.00529994,382.5180757,0,1,6.532636455,Operations,3498,SF,Q2,2021,,Yes,External,174
,109,83.536287,0,67.99539637,32.35165239,43,0,9.943229579,IT,4886,CHI,Q4,2019,Manager_A,Yes,External,165
4,255,82.18168941,17,73.19732709,816.4460637,31,2,4.287585343,,4954,NY,Q3,2020,Manager_A,No,Internal,109
4,197,62.18585661,11,,2748.756045,14,4,,Operations,4636,CHI,Q4,2019,Manager_A,No,Internal,142
7,107,51.11724669,6,,,31,2,3.950692135,HR,2464,,Q3,2019,Manager_B,,,168
8,285,90.43576984,18,77.83029491,1654.935017,40,2,8.892537551,HR,2245,CHI,Q1,2023,Manager_A,Yes,External,193
7,172,74.55692678,2,92.13827181,4913.130497,35,2,8.781424304,,4041,CHI,Q2,2021,Manager_C,Yes,External,184
3,63,65.34190654,9,57.64140889,,40,2,2.608960492,Operations,2048,SF,Q2,2022,Manager_A,,External,196
6,,55.09659534,,51.63671703,1335.031759,16,1,9.099539868,Finance,2058,CHI,Q1,2022,,Yes,Internal,
6,122,53.13607955,,62.34058726,,,0,2.3635784,HR,3716,LA,Q1,2023,Manager_A,Yes,Internal,146
4,139,67.44333609,,98.98603217,7984.200258,20,0,1.858959637,Finance,1971,LA,Q1,2020,Manager_C,Yes,External,106
6,153,90.23685324,7,91.43790369,8933.631884,47,2,,Operations,3390,CHI,,,Manager_B,Yes,External,127
9,164,95.93618747,13,79.79330268,9370.909818,36,2,,Finance,1987,LA,Q1,2020,Manager_B,Yes,External,179
6,162,94.83756823,7,96.46244576,2066.663477,58,1,5.776665341,Finance,2389,SF,Q4,2019,Manager_A,Yes,External,144
4,174,96.00004174,5,,7886.210638,25,0,6.873137037,IT,4728,NY,Q1,2021,Manager_C,Yes,External,166
6,215,95.38626716,0,99.16403013,1192.418403,,1,1.47553514,IT,2359,CHI,Q2,2020,Manager_A,No,External,
7,,,0,64.81510226,6705.173084,28,2,3.63657854,Operations,4504,,,2022,Manager_B,No,External,111
4,250,60.97078193,,62.01528748,,43,3,5.148156806,HR,3999,LA,Q2,,Manager_B,No,,182
3,106,89.90232914,10,81.90241006,69.19577789,26,1,3.399286688,,3504,SF,Q1,2020,Manager_C,No,Internal,110
4,216,60.68564874,,68.9076984,2902.342918,31,4,1.440742459,HR,1898,SF,,2020,Manager_C,No,Internal,102
5,278,63.36036384,9,81.3182771,5217.368569,30,1,1.780089159,IT,2813,NY,Q3,2021,,,External,160
3,,61.66271609,11,,6049.548137,,,8.215730819,HR,2502,ATL,Q4,2021,Manager_B,No,Internal,165
5,191,75.74912018,19,80.89591284,968.4562875,23,1,,Finance,3445,ATL,Q4,2019,,Yes,,155
3,121,66.09137541,15,63.78731303,17910.58915,28,2,2.370099722,,,,Q4,2022,Manager_A,,External,125
5,149,,4,52.54860344,,28,,3.243357616,IT,2829,NY,Q4,2023,Manager_B,Yes,External,
5,274,72.65867059,15,95.6067951,897.6708333,29,3,6.870244643,Operations,1342,CHI,Q2,2022,Manager_B,No,Internal,180
5,224,93.69536194,11,94.16026009,103.6801236,39,1,9.588445985,HR,4860,ATL,Q4,2021,Manager_C,No,Internal,133
6,205,78.52764275,5,98.53990746,7645.380866,47,3,3.696307382,Operations,4762,ATL,Q2,2021,,Yes,,154
,63,93.91678029,4,85.82635881,415.3036252,21,0,8.696922636,HR,,LA,Q1,2023,Manager_B,No,Internal,178
6,,59.79360925,0,84.13605889,760.2281912,26,0,5.5542218,IT,4423,LA,Q2,2022,Manager_C,Yes,Internal,175
5,284,58.34869368,18,77.9501535,4276.331266,21,3,9.609027752,Finance,3860,CHI,Q4,2022,Manager_B,,Internal,
7,204,78.77885628,9,56.29712082,4625.46559,31,2,,Finance,4268,,,2023,Manager_C,No,Internal,179
,,73.16644508,,59.46176555,5805.95755,24,2,9.763051584,HR,2248,NY,Q4,2021,Manager_C,No,External,138
5,190,83.00863208,2,64.47348443,2500.368275,32,4,4.96880765,Operations,3987,ATL,Q2,2019,Manager_C,No,External,105
,,89.73133955,5,94.50781813,7433.860064,41,1,9.576445514,,3094,NY,Q3,2022,Manager_C,Yes,Internal,171
2,199,87.56536478,4,58.64847623,18317.73516,4,3,5.128211953,IT,2208,LA,Q4,2020,Manager_C,No,Internal,151
8,88,,16,96.14365872,1581.058964,34,2,,Operations,1914,,Q2,2022,Manager_C,Yes,Internal,124
4,83,69.91282046,17,76.13928665,6070.597484,25,6,,,3209,LA,Q4,2022,Manager_C,No,External,155
2,135,60.31933711,11,85.77848177,13188.09749,34,2,7.503656507,,2666,NY,Q1,,Manager_B,No,Internal,182
,191,77.545632,4,55.51222433,5796.379835,21,1,6.576429884,Finance,1294,LA,Q2,2021,Manager_A,Yes,External,118
5,85,55.53715601,8,63.45167744,5714.537455,,1,4.752820212,HR,3139,NY,Q2,2020,Manager_B,No,Internal,175
4,187,64.44255617,11,97.92593041,1266.548603,39,1,8.131945307,IT,2610,ATL,Q3,2022,,,Internal,172
6,120,,19,,,35,4,9.534055,HR,2979,,Q4,2019,Manager_C,,External,192
8,128,,,,4133.653943,37,2,1.088298072,Operations,4721,CHI,Q2,,,No,External,
4,257,55.56082875,2,59.87986924,6022.023862,22,4,6.290605868,Operations,,NY,Q3,2023,Manager_A,Yes,External,104
3,182,51.59208723,0,56.45368327,28756.65064,23,,8.793828361,HR,2281,SF,Q3,2019,Manager_B,No,External,125
6,125,82.83970023,,61.66288207,171.113995,37,0,6.878012836,Operations,,CHI,Q3,2023,Manager_B,No,Internal,
4,191,,9,82.1163446,337.2880812,22,1,8.207463321,Operations,1556,NY,Q4,2022,Manager_B,No,External,177
2,,85.4179468,13,72.76838668,405.7795113,44,1,9.055549935,Operations,3022,SF,Q4,,Manager_A,,External,196
3,202,,6,77.68779182,6792.990043,26,3,7.758559143,IT,4994,ATL,Q2,2022,Manager_C,Yes,External,134
1,246,55.71473406,3,56.11824144,732.9603956,35,,7.453156612,IT,1308,ATL,Q4,2022,Manager_A,,Internal,
9,219,64.55394407,4,90.10582236,4870.286168,50,4,9.682713022,Finance,2672,ATL,Q4,2023,Manager_B,No,External,
5,309,56.4763305,19,,1962.760786,22,1,8.773161921,IT,4686,SF,Q1,2022,Manager_B,Yes,Internal,167
3,63,92.1486201,15,51.07949556,3056.176853,,1,8.338400826,HR,2152,LA,Q4,,Manager_A,No,Internal,132
4,187,87.34518277,2,69.17575473,1214.583539,40,4,,HR,4744,NY,Q1,2021,Manager_A,Yes,External,169
3,99,60.07635015,16,53.4385301,10053.55515,39,5,3.151268948,IT,4621,CHI,Q2,2023,Manager_C,No,Internal,127
4,169,67.06546202,12,89.60528897,4411.262365,26,,6.010804219,HR,,CHI,Q3,2020,Manager_C,Yes,External,173
6,180,,5,86.86348416,14462.56396,24,2,7.386040945,Operations,2184,ATL,Q1,,Manager_A,Yes,Internal,135
,316,79.70796789,4,95.09940471,4273.582802,27,2,3.72893404,,3223,LA,Q2,2023,Manager_C,Yes,,148
2,176,90.05777987,15,61.82019795,,,1,1.839953018,Finance,2794,NY,Q1,2022,Manager_B,,External,189
6,175,63.22955174,10,72.81479416,936.8942197,27,4,3.799892681,Finance,4359,NY,Q4,2022,Manager_A,No,,193
3,240,60.50264601,16,59.22439386,22583.03923,30,2,7.939262625,IT,1972,CHI,Q2,2023,Manager_C,Yes,Internal,185
6,176,,,68.56174672,6465.207796,25,1,8.896609264,HR,4476,CHI,Q3,2019,Manager_B,Yes,External,152
2,,84.29362276,,76.11216258,252.6718597,37,3,9.216132835,IT,4907,CHI,Q1,2020,,Yes,External,168
8,220,84.04889646,9,52.66653949,,31,1,4.409800112,IT,4728,NY,Q4,2022,Manager_C,Yes,Internal,101
3,229,77.63172909,0,85.74352053,2656.613358,,1,4.352847174,Finance,1937,CHI,Q2,,Manager_B,Yes,Internal,196
,67,78.17891714,,77.16466802,1835.130137,20,3,4.660367239,Operations,4651,NY,Q4,2022,Manager_A,Yes,Internal,179
4,299,86.78487527,16,91.44795086,836.5389108,10,1,4.382285225,Operations,4411,ATL,Q2,2022,Manager_C,Yes,External,170
5,140,63.50012406,2,63.58902506,9159.906799,21,0,6.995769468,IT,4066,LA,Q1,2019,Manager_B,No,Internal,
6,179,67.63842329,,95.16605526,,37,1,4.224909359,Finance,2291,CHI,Q2,2022,Manager_B,No,External,120
1,140,93.58183853,16,,1711.292963,43,4,1.18309543,Finance,1217,NY,Q1,2020,Manager_B,No,,134
5,118,65.44326005,3,95.96492192,1829.175955,,2,4.951221406,IT,3860,,Q2,2023,Manager_B,Yes,External,145
7,107,77.31547857,1,88.89462379,877.1584365,35,0,3.017368596,IT,1163,SF,Q4,2019,Manager_A,,External,185
6,186,85.1319732,4,90.61844014,,28,3,1.25926424,IT,4919,ATL,,2021,Manager_B,No,Internal,147
6,61,99.99624134,9,,58.85820756,37,,5.237586564,Operations,2714,LA,Q1,2022,Manager_A,No,Internal,121
7,165,,0,59.50769315,1790.347547,32,4,2.853591033,IT,4462,ATL,Q3,2023,Manager_A,No,External,105
,243,71.40464383,0,83.85203426,13562.50878,48,2,5.074676334,Finance,2440,CHI,Q1,2020,Manager_C,Yes,Internal,132
3,217,,3,85.6376501,1859.157339,29,2,3.499749879,IT,3095,CHI,Q4,2020,Manager_A,,Internal,138
8,,90.27515556,6,99.26925701,,43,3,6.433379833,Finance,2217,SF,Q2,2021,Manager_B,No,External,142
4,,86.55379409,13,77.06506581,3204.33982,38,1,9.917896482,Finance,1800,NY,Q3,2020,Manager_A,Yes,External,124
5,84,73.16148187,13,63.56845075,4124.182781,,3,5.925087286,HR,3765,ATL,Q4,2023,Manager_A,No,Internal,117
5,242,,17,,8269.787967,9,1,6.822063252,Finance,3131,,Q3,2021,Manager_C,No,Internal,140
,153,80.43652413,1,98.96879098,1055.588409,39,,9.27348182,HR,3660,CHI,Q1,2019,Manager_A,Yes,Internal,134
9,,93.81116466,0,58.86069541,10268.72774,28,3,,IT,2690,NY,Q4,2021,Manager_C,,Internal,123
8,168,94.18887291,15,66.29989593,7084.78562,25,3,2.498936048,HR,4118,NY,Q1,2019,Manager_A,No,,154
6,220,,17,,6412.381196,15,0,3.545175546,Operations,1233,LA,Q4,2020,,No,External,139
3,290,71.41751419,15,58.51073174,454.0268639,29,2,4.625154466,Operations,2876,,Q4,2023,Manager_A,,,186
5,267,73.23609781,5,51.11103198,109.3914188,30,,6.805159131,Operations,1961,NY,Q1,2022,Manager_B,No,External,
5,40,98.88076838,9,66.84915612,4507.167014,,2,1.041292265,,4370,LA,Q4,2021,Manager_A,Yes,Internal,128
,161,83.89990076,,93.26854008,9943.763301,,1,8.680448933,Finance,3895,LA,Q3,2020,Manager_C,Yes,Internal,109
3,99,,6,52.17341997,4390.65897,34,1,1.684845757,,3194,CHI,Q3,2023,Manager_C,Yes,Internal,178
7,236,51.3028943,16,71.44645295,1199.127532,38,0,9.10589634,HR,3243,NY,,2022,Manager_B,Yes,External,109
3,180,78.269258,2,88.11003865,474.4107958,31,1,9.544910691,IT,1905,NY,Q2,,Manager_B,,Internal,189
0,216,54.80379878,19,97.65912985,6013.142755,41,4,9.910925147,IT,2013,ATL,Q3,2023,Manager_C,Yes,,163
,156,91.72249787,11,99.27376995,6396.54083,29,3,8.28559166,HR,,,Q4,2020,Manager_B,No,,128
6,117,87.62593303,1,,946.9224073,29,3,,HR,2995,LA,Q1,2021,Manager_A,No,Internal,197
,127,73.025458,6,97.51921472,142.9764576,20,,7.355503389,IT,4265,SF,,2021,Manager_A,No,Internal,
5,88,71.46053898,16,51.77094866,2623.638331,14,1,2.829891615,IT,1385,CHI,Q1,2019,Manager_B,Yes,,101
9,104,94.86694828,18,,4369.973547,,4,9.07415052,Finance,3024,,Q3,2019,Manager_A,No,Internal,124
5,91,64.42291752,11,82.13730173,6120.918537,41,1,3.849453331,IT,,NY,Q4,2021,Manager_A,,External,184
4,117,62.45099811,,62.47609288,8302.209116,16,2,3.941163794,HR,,LA,Q3,2023,Manager_B,Yes,External,150
3,114,96.95987164,13,,4714.937545,31,,9.258879663,,3321,SF,Q1,2020,Manager_C,Yes,Internal,194
6,203,,1,56.47768689,587.6187697,28,0,1.119079637,IT,2407,CHI,Q4,2022,Manager_A,Yes,External,121
,201,91.03127965,3,93.57985755,5737.673644,27,2,2.745695363,HR,1207,,Q2,2019,,Yes,Internal,108
6,,59.75969071,,67.89490428,20731.34066,25,2,4.797390399,Finance,1274,SF,Q3,2020,Manager_C,No,External,190
6,250,57.16479957,15,81.30222352,11800.2546,33,2,7.306494106,IT,4054,,Q1,2021,Manager_A,Yes,Internal,188
6,175,51.30147749,16,57.93881431,10265.70854,38,,6.828095494,Operations,,NY,Q4,2020,Manager_A,No,Internal,188
5,133,61.85207545,1,60.30824223,1798.899893,34,4,7.024706877,,4997,NY,Q1,2020,Manager_B,Yes,External,190
3,312,88.70952459,16,99.59781854,6947.260236,28,3,8.920198256,HR,1495,CHI,Q2,2020,,No,External,173
,234,62.00192094,18,87.65431972,9522.517412,28,,2.089273711,HR,1901,ATL,Q2,2021,,No,External,193
4,189,86.45516418,7,98.09859349,5671.086524,39,3,5.699455266,HR,4610,ATL,Q3,2019,Manager_B,No,Internal,
,184,62.59541327,19,64.79255826,1442.156809,,4,7.529299202,Operations,4598,CHI,Q2,2022,Manager_B,No,External,120
4,197,69.7646249,5,58.22814383,15377.55537,30,0,6.725065986,,3206,SF,Q2,2023,Manager_B,No,Internal,129
,167,99.1581145,11,75.15342317,2996.639753,29,3,5.034827079,Operations,3987,CHI,Q3,2019,Manager_B,Yes,Internal,132
5,187,62.24058656,17,74.73341411,,33,2,1.154031273,Finance,2749,NY,Q1,,Manager_C,,Internal,142
5,209,68.81853136,1,58.74732569,581.4214564,25,4,1.544070391,,,ATL,Q3,2021,Manager_C,Yes,Internal,189
5,136,65.05435902,18,86.66097848,5213.792614,,1,2.070471942,,1393,LA,Q3,2022,Manager_C,No,External,101
7,81,55.48124932,9,68.08887672,2878.684596,19,,4.089049776,Finance,1916,LA,Q4,2021,Manager_C,Yes,Internal,186
3,55,74.49470711,2,59.31826155,496.2509709,25,1,2.058881074,Operations,3990,NY,Q2,2022,Manager_C,Yes,Internal,
2,233,68.93453317,11,66.59916973,6742.384163,36,2,4.834740818,HR,3486,ATL,Q2,2019,Manager_C,Yes,Internal,103
4,85,84.74435429,15,78.18293498,,18,3,2.607777915,IT,4450,ATL,Q1,2021,Manager_B,No,External,146
4,207,90.87972735,11,86.32354661,6462.483546,14,2,8.012495778,Operations,4934,CHI,Q2,2020,Manager_B,Yes,External,183
6,110,77.21248572,7,74.0945443,1129.868247,,1,8.84338855,Finance,1163,SF,Q1,2021,Manager_B,No,External,188
3,111,51.6098211,4,76.27974949,5852.294541,13,1,4.506827572,,1638,CHI,Q4,,Manager_C,Yes,Internal,144
5,136,80.94611781,10,56.9472968,53.90353221,17,0,5.601985888,Finance,4401,LA,Q1,2022,Manager_B,No,External,164
5,191,52.7695365,9,95.73454624,1820.023992,,3,,HR,1569,,Q1,2021,Manager_C,Yes,External,165
5,102,80.81781618,2,96.4362099,2544.317179,27,5,5.819569798,IT,3194,SF,Q4,2022,Manager_B,,Internal,105
5,142,84.25149746,8,84.17132952,9016.537931,42,1,9.955658943,HR,4030,CHI,Q3,2019,Manager_C,Yes,Internal,106
3,178,59.88838138,11,50.88157045,2474.715221,17,3,2.279178943,Operations,1959,SF,Q4,,Manager_C,Yes,External,150
10,107,90.96730744,5,,,29,2,,,1767,LA,Q2,2020,Manager_C,Yes,External,167
5,265,95.55425658,18,81.4609486,2171.996559,33,,5.474827024,Finance,3157,SF,Q2,2020,Manager_A,No,Internal,117
4,76,90.65434821,15,99.73271115,3454.988445,18,3,1.204427001,HR,1393,ATL,,2019,Manager_A,Yes,External,140
4,166,65.25545951,13,,14880.11753,40,,,HR,4632,SF,Q1,,Manager_C,Yes,Internal,
7,256,79.33215062,3,92.88056177,14153.99712,,1,9.685431098,IT,2205,SF,Q4,2022,Manager_B,Yes,Internal,124
3,100,95.74075746,17,53.1915496,997.5870373,13,1,4.449437562,Operations,2596,CHI,Q2,,Manager_C,,Internal,155
6,173,66.03323631,9,97.66381954,1023.734939,29,2,9.58727864,HR,1442,SF,Q4,2023,Manager_C,No,Internal,100
2,187,91.00139111,17,80.63306236,891.9352743,33,3,2.26908678,HR,1746,SF,Q1,2021,Manager_A,No,External,197
4,131,50.47375656,,90.04433852,7777.636127,24,2,7.12099127,HR,3801,LA,,2021,Manager_C,,Internal,154
4,175,50.18233514,18,70.35964248,30.2012299,,1,2.727360882,Operations,3177,SF,Q3,2023,Manager_A,Yes,Internal,102
4,213,87.98558302,7,65.98347356,680.1135995,32,4,3.219825127,Operations,2866,CHI,Q4,,,No,External,153
8,151,88.07237911,,73.16220727,,52,1,8.014036935,Operations,2799,CHI,Q4,2020,Manager_B,Yes,External,180
5,225,89.44885939,13,57.34372565,1422.183833,26,5,4.396222761,Finance,4474,ATL,Q4,,Manager_B,Yes,External,
8,203,96.50134189,5,67.85330694,484.5177631,45,2,1.064147525,Operations,1504,LA,Q4,,Manager_C,,,187
5,145,55.89531559,13,92.88087499,2230.482575,22,,4.728145818,Operations,1719,NY,,2022,Manager_A,No,Internal,101
7,247,61.59924925,1,51.89752431,1602.456312,32,1,,Operations,2987,ATL,Q1,,Manager_C,,Internal,164
8,135,,8,57.54390234,3578.03059,,2,7.149969222,IT,2677,SF,Q3,2023,Manager_B,No,,197
3,231,58.86180989,11,56.25580798,19372.09343,29,3,2.750038271,IT,3069,LA,,2021,Manager_C,Yes,External,107
4,136,84.11146338,4,70.15377714,663.6850372,27,2,,HR,4088,ATL,,2022,,No,Internal,157
6,161,76.52315,1,,,37,0,3.403837109,IT,,CHI,,2019,Manager_A,No,Internal,152
4,170,54.15968384,18,58.66789651,13440.13636,48,0,4.537254325,Finance,3878,,Q3,,Manager_B,No,Internal,143
4,200,64.2631831,6,57.27413248,10472.69645,33,2,3.682331747,Finance,1633,,Q4,,Manager_B,Yes,External,172
6,35,76.01861082,6,95.75278649,,,1,6.79531013,HR,1281,SF,Q1,2022,Manager_B,,External,
2,207,92.61750583,,94.10252585,,28,2,1.910471871,HR,4298,LA,Q4,,,No,Internal,118
4,173,85.37692448,16,51.6120185,459.7925892,55,,5.302894354,Finance,2443,,Q4,2022,Manager_A,Yes,External,155
2,197,81.09415807,13,,6233.376154,31,2,4.010093337,Finance,3420,NY,Q4,,Manager_C,No,,119
,210,74.8016445,10,82.77328507,18033.31484,24,0,8.95724167,Finance,2324,SF,Q1,2022,Manager_B,No,External,170
,203,64.93419919,19,88.38704049,3855.415534,,0,1.660708842,HR,2008,LA,Q2,2021,,No,External,155
2,59,55.96224557,5,74.72512274,3450.660922,,2,8.467255584,,3333,LA,Q1,2023,Manager_B,Yes,Internal,134
5,116,70.45380173,7,99.56896092,1037.080762,33,2,2.509124289,HR,,NY,Q2,,Manager_A,No,Internal,118
6,,51.4259247,18,52.19235094,5022.717107,36,2,,Finance,4220,NY,Q1,2019,Manager_A,No,External,180
7,191,60.55279446,18,,4463.326135,26,3,2.820905723,Finance,1403,CHI,,2021,Manager_B,No,External,162
7,132,71.62416879,16,69.82729935,5276.802299,29,1,1.923876838,,,SF,Q4,2019,Manager_A,Yes,,181
7,,70.93025928,17,,132.1474447,18,4,,Finance,,NY,Q1,2019,,No,External,106
6,164,52.21477155,11,96.06837013,3978.375097,31,1,9.893934576,HR,4190,LA,Q2,2019,Manager_B,,External,126
5,233,79.45300768,8,78.0002182,,34,0,1.308946167,Finance,1695,NY,Q2,2022,Manager_A,Yes,Internal,138
,252,77.48421279,15,52.25554978,,24,3,5.150155144,Operations,1907,ATL,Q2,2020,,No,External,129
8,,53.9052152,17,70.39314817,,46,1,4.474632962,,4847,CHI,Q2,2022,Manager_C,No,Internal,122
7,213,97.15815262,15,70.82452062,,21,4,4.056457728,Finance,4810,CHI,Q1,2021,Manager_C,No,,183
40,1430,549.6913895,150,982.7454692,62191.42852,,20,39.86772494,Finance,41640,SF,,20190,Manager_B,Yes,External,1220
5,233,92.74170756,3,,4660.39943,38,,9.05511481,Operations,3676,CHI,Q3,2019,Manager_A,No,External,189
8,,50.0154866,6,81.78255356,9346.313021,29,3,1.170785352,,4049,SF,Q2,2020,Manager_C,Yes,External,146
5,162,94.11405475,0,85.66265156,1752.460286,28,1,7.974247486,Operations,,ATL,Q1,2023,Manager_B,No,External,177
2,106,50.98598661,19,,12155.96086,,3,3.276398609,Operations,3359,LA,Q4,2019,Manager_B,No,External,
3,150,,0,81.75255351,6807.15344,43,0,4.449659597,,2926,ATL,,2022,,Yes,External,194
7,113,,7,61.85971756,2512.730552,28,2,4.781349216,Operations,4389,SF,Q2,,Manager_A,No,External,190
3,225,86.91084001,7,93.70229572,500.5497625,35,0,3.742585787,Finance,1120,SF,Q2,,Manager_A,No,Internal,162
8,,,9,86.60599002,1485.18623,36,0,1.842029757,HR,3364,SF,Q4,2020,Manager_B,Yes,Internal,108
1,234,53.54539612,0,87.09352425,15705.89671,23,1,2.028977639,Finance,3185,LA,Q1,2023,Manager_C,Yes,Internal,122
5,329,,13,,1857.952259,28,1,3.683180117,Finance,2766,SF,Q2,2021,Manager_B,Yes,Internal,162
3,152,53.56263427,13,90.12632674,2001.648784,,1,8.396281476,Finance,3865,ATL,Q2,2022,Manager_A,No,,173
50,2150,961.060218,90,914.5757016,10510.68338,180,20,22.11648875,IT,47310,LA,,,Manager_A,Yes,Internal,1460
5,109,52.54870179,18,97.57027579,8221.456511,51,1,7.683758498,HR,,ATL,Q3,2019,Manager_B,No,,186
2,,73.96626389,15,57.55669999,1612.363063,22,2,3.599827565,HR,2677,LA,,2020,,Yes,,173
7,91,86.15172154,8,74.88636882,2004.315431,18,1,8.951184416,,4915,SF,Q3,2019,Manager_A,Yes,External,165
2,214,69.66232324,19,79.02835118,,31,1,4.854956279,HR,4591,LA,Q3,2020,Manager_B,,External,136
4,158,60.86167373,,66.46378646,,52,2,2.54550982,IT,,NY,Q2,2022,,No,External,137
5,56,87.95454807,19,91.97016719,2649.539272,10,1,9.872600051,Finance,1390,ATL,Q1,2021,Manager_A,No,External,100
4,138,89.21473524,7,88.12098108,3503.313713,28,1,2.589710673,HR,4076,NY,,2020,Manager_C,No,Internal,147
4,287,96.1347492,6,86.04415373,8423.849156,34,3,6.108578391,Finance,3816,NY,Q1,2021,Manager_C,Yes,External,181
5,204,,10,99.85747199,8554.171499,30,1,6.123578303,,3414,SF,Q4,2020,Manager_C,No,External,134
4,226,75.31258672,5,62.96906867,8005.194757,,,4.355321061,Finance,1840,SF,Q1,2019,Manager_C,No,External,170
4,187,68.15642214,,86.77286258,,22,,9.563397333,HR,3539,,,2020,Manager_A,Yes,,185
5,,62.85409109,,77.57022375,8039.166085,24,2,8.594871062,Finance,3805,LA,Q4,2020,Manager_A,,External,152
7,180,87.55164808,13,65.64945912,640.5975934,28,0,8.468376048,Finance,2489,SF,Q3,2023,Manager_B,Yes,External,124
6,194,66.98259225,14,58.02934354,666.0787554,18,,,,,ATL,Q4,2022,Manager_A,Yes,Internal,141
6,114,71.4074721,5,94.79419185,14769.38015,29,2,,HR,4433,NY,Q4,2019,Manager_B,No,Internal,
8,225,70.18368288,9,79.77277414,8557.29352,26,1,,Finance,3569,ATL,Q4,2019,Manager_C,Yes,External,108
5,247,85.63306128,13,91.24669188,4019.393436,25,0,7.889103329,,2265,ATL,Q4,2021,Manager_B,No,Internal,126
2,168,,15,,10396.01603,33,2,4.427313215,HR,2465,ATL,Q3,2020,Manager_B,Yes,Internal,174
4,,83.33780307,12,60.99885403,22717.8561,11,2,2.713106366,Operations,2856,NY,Q2,2020,Manager_A,No,External,150
6,,73.5791298,10,66.87744066,4716.281106,27,3,5.349226089,Finance,3235,CHI,Q4,2020,Manager_B,No,Internal,190
3,285,88.96025574,2,69.07694212,4745.340918,53,1,,Finance,,SF,Q2,2019,Manager_C,No,Internal,191
,152,82.04856621,7,98.64674063,7020.805712,19,1,2.542213171,Finance,2849,ATL,Q1,2023,Manager_A,Yes,External,156
5,219,53.03051786,2,50.28166392,1320.732449,42,2,8.638289337,Finance,3474,NY,Q1,2021,Manager_A,No,Internal,181
5,168,54.78317932,1,99.28330115,914.3577092,30,2,4.763844475,Finance,,,Q2,2020,Manager_A,Yes,Internal,135
6,165,51.8958472,13,99.02308176,7126.855024,23,2,2.231217826,Operations,2537,NY,Q2,2023,Manager_C,No,External,133
2,134,72.84081631,19,99.80753953,2114.873514,16,2,8.635440736,Operations,1153,SF,Q1,2022,Manager_B,No,External,112
6,121,91.29267172,14,,725.5355606,31,3,9.726583071,HR,3250,,Q3,2019,Manager_A,Yes,Internal,154
4,224,65.65415847,2,98.19044848,1890.789772,44,3,3.621436443,HR,1216,LA,Q3,2022,Manager_B,No,,145
3,120,69.20800915,0,69.77995909,2220.797368,26,1,3.731825889,IT,3529,LA,Q4,2019,Manager_C,No,Internal,151
4,207,95.47385542,14,51.31472203,16794.66511,29,1,4.514913847,IT,4386,ATL,Q3,2021,Manager_C,Yes,Internal,193
2,185,91.84517227,19,61.21735932,5985.974318,40,,8.32717328,IT,4688,NY,Q3,,Manager_C,No,Internal,127
6,225,83.25240562,1,97.26481225,3784.23099,33,3,1.093754771,Operations,2024,NY,Q4,2021,Manager_A,No,External,185
8,143,63.3401891,17,50.68823467,17348.42062,14,,3.015608966,HR,3813,ATL,Q4,2021,,Yes,Internal,187
5,244,55.85207413,,77.29970677,11672.42981,30,2,,,3550,ATL,Q3,2021,Manager_B,No,Internal,129
6,171,50.80294113,8,53.78007944,3587.208142,45,3,4.650755054,Operations,,CHI,Q2,2022,Manager_B,,External,144
5,335,55.35053363,2,64.31982892,11805.29078,29,2,3.972660607,,1805,NY,Q4,2022,,,External,137
5,83,64.62982218,1,54.40464254,,2,2,8.850546,Finance,4349,SF,Q2,2022,Manager_C,Yes,Internal,119
,325,77.58950318,3,92.97643106,1309.55616,33,3,9.256005281,HR,4265,SF,Q1,2020,Manager_C,No,Internal,169
4,172,53.20000414,15,79.55353548,,28,1,9.531875972,HR,,SF,Q4,,Manager_A,Yes,External,196
4,193,56.81138892,0,95.10532329,5428.216619,11,3,3.452954794,Finance,3816,ATL,Q2,,Manager_B,No,Internal,146
5,143,,8,84.41765998,3476.450582,13,0,9.212613486,IT,3809,ATL,Q4,2019,Manager_C,Yes,External,158
5,,81.59910465,7,98.55145656,5378.643342,39,3,7.632689993,IT,2271,ATL,Q4,2022,Manager_A,No,External,
4,148,80.78948995,5,75.49388274,5793.021234,22,1,2.387932736,IT,3135,SF,Q4,,Manager_B,Yes,External,178
